ekatte;t_v_m;name;oblast;obstina;kmetstvo;kind;category;altitude;document;tsb;abc
51799;с.;Нова Върбовка;VTR;VTR31;VTR31-14;3;7;5;1999;N;3234
51809;гр.;Нова Загора;SLV;SLV16;SLV16-00;1;2;3;1999;SE;3235
51812;с.;Нова Камена;DOB;DOB27;DOB27-17;3;7;4;1999;NE;3236
51857;с.;Нова ливада;HKV;HKV11;HKV11-07;3;8;5;1999;S;3237
51860;с.;Нова Ловча;BLG;BLG52;BLG52-00;3;8;7;1999;SW;3238
51874;с.;Нова махала;PAZ;PAZ03;PAZ03-01;3;5;8;1999;S;3239
51888;с.;Нова махала;SZR;SZR38;SZR38-03;3;6;4;1999;SE;3240
51891;с.;Нова Надежда;HKV;HKV34;HKV34-26;3;6;3;1999;S;3241
51901;с.;Нова Попина;SLS;SLS32;SLS32-00;3;8;2;1999;N;3242
51956;с.;Нова Черна;SLS;SLS34;SLS34-05;3;5;1;1999;N;3243
51963;с.;Нова Шипка;VAR;VAR13;VAR13-09;3;7;1;1999;NE;3244
51826;с.;Новаково;VAR;VAR02;VAR02-00;3;8;5;1999;NE;3245
51830;с.;Новаково;PDV;PDV01;PDV01-00;3;6;5;1999;S;3246
51843;с.;Новаковци;GAB;GAB05;GAB05-22;3;7;5;1999;N;3247
51929;с.;Новачево;SLV;SLV20;SLV20-30;3;6;6;1999;SE;3248
51932;с.;Новачене;PVN;PVN21;PVN21-11;3;5;1;1999;NW;3249
51946;с.;Новачене;SFO;SFO07;SFO07-08;3;5;5;1999;SW;3250
51977;с.;Новград;RSE;RSE37;RSE37-07;3;6;2;1999;N;3251
32398;с.;Нови извор;PDV;PDV01;PDV01-24;3;7;4;1999;S;3252
00357;гр.;Нови Искър;SOF;SOF46;SOF46-00;1;3;6;1999;SW;3253
51994;с.;Нови пазар;KRZ;KRZ35;KRZ35-32;3;5;6;1999;S;3254
52009;гр.;Нови пазар;SHU;SHU22;SHU22-00;1;3;2;1999;NE;3255
52012;с.;Нови хан;SFO;SFO17;SFO17-11;3;4;6;1999;SW;3256
52026;с.;Нови чифлик;KNL;KNL29;KNL29-28;3;7;5;1999;SW;3257
52038;с.;Ново Ботево;DOB;DOB15;DOB15-09;3;8;4;1999;NE;3258
52043;с.;Ново бърдо;SFO;SFO16;SFO16-00;3;8;7;1999;SW;3259
52060;с.;Ново градище;VTR;VTR31;VTR31-00;3;8;5;1999;N;3260
52074;с.;Ново Делчево;BLG;BLG40;BLG40-29;3;5;3;1999;SW;3261
52088;с.;Ново Железаре;PDV;PDV37;PDV37-12;3;7;4;1999;S;3262
52091;с.;Ново Кономлади;BLG;BLG33;BLG33-31;3;7;3;1999;SW;3263
52101;с.;Ново Лески;BLG;BLG52;BLG52-09;3;6;7;1999;SW;3264
52115;с.;Ново Оряхово;VAR;VAR13;VAR13-10;3;6;1;1999;NE;3265
52129;с.;Ново Паничарево;BGS;BGS27;BGS27-01;3;6;2;1999;SE;3266
52177;с.;Ново село;VTR;VTR04;VTR04-23;3;6;5;1999;N;3267
52180;с.;Ново село;VID;VID30;VID30-00;3;5;1;1999;NW;3268
52194;с.;Ново село;KNL;KNL29;KNL29-00;3;8;8;1999;SW;3269
52221;с.;Ново село;PDV;PDV41;PDV41-03;3;5;3;1999;S;3270
52235;с.;Ново село;RSE;RSE27;RSE27-05;3;5;3;1999;N;3271
52249;с.;Ново село;SFO;SFO39;SFO39-00;3;8;7;1999;SW;3272
52252;с.;Ново село;SZR;SZR31;SZR31-00;3;7;5;1999;SE;3273
52307;с.;Ново Ходжово;BLG;BLG40;BLG40-00;3;8;3;1999;SW;3274
52310;с.;Ново Янково;SHU;SHU25;SHU25-06;3;7;2;1999;NE;3275
52057;с.;Новогорци;VTR;VTR14;VTR14-10;3;8;6;1999;N;3276
52132;с.;Новосел;SHU;SHU30;SHU30-14;3;6;4;1999;NE;3277
52146;с.;Новоселец;SLV;SLV16;SLV16-18;3;7;3;1999;SE;3278
52153;с.;Новоселище;KRZ;KRZ35;KRZ35-36;3;8;6;1999;S;3279
52283;с.;Новоселци;VID;VID09;VID09-31;3;6;1;1999;NW;3280
52297;с.;Новоселяне;KNL;KNL04;KNL04-00;3;8;6;1999;SW;3281
52324;с.;Ноевци;PER;PER08;PER08-15;3;6;7;1999;SW;3282
52338;с.;Ножарево;SLS;SLS07;SLS07-15;3;6;3;1999;N;3283
52341;с.;Ножарово;RAZ;RAZ29;RAZ29-10;3;6;4;1999;N;3284
52355;с.;Ножерите;GAB;GAB35;GAB35-04;3;8;6;1999;N;3285
52369;с.;Носеите;GAB;GAB35;GAB35-04;3;8;6;1999;N;3286
52372;с.;Ночево;KRZ;KRZ35;KRZ35-00;3;8;6;1999;S;3287
52386;с.;Нюшковци;VTR;VTR13;VTR13-00;3;8;5;1999;N;3288
53014;с.;Обединение;VTR;VTR26;VTR26-09;3;6;2;1999;N;3289
53031;с.;Обел;BLG;BLG03;BLG03-00;3;8;7;1999;SW;3290
53045;гр.;Обзор;BGS;BGS15;BGS15-05;1;4;1;1999;SE;3291
53059;с.;Обидим;BLG;BLG01;BLG01-00;3;8;8;1999;SW;3292
53062;с.;Обител;TGV;TGV22;TGV22-26;3;6;5;1999;NE;3293
53076;с.;Обичник;KRZ;KRZ21;KRZ21-00;3;8;6;1999;S;3294
53089;с.;Обнова;PVN;PVN16;PVN16-10;3;5;2;1999;NW;3295
53093;с.;Оборище;VAR;VAR09;VAR09-16;3;7;5;1999;NE;3296
53103;с.;Оборище;PAZ;PAZ20;PAZ20-05;3;5;6;1999;S;3297
53117;с.;Обретеник;RSE;RSE03;RSE03-06;3;5;4;1999;N;3298
53120;с.;Оброчище;DOB;DOB03;DOB03-11;3;4;1;1999;NE;3299
53134;с.;Обручище;SZR;SZR07;SZR07-08;3;5;3;1999;SE;3300
53148;с.;Овен;SLS;SLS10;SLS10-11;3;5;4;1999;N;3301
53151;с.;Овощарци;GAB;GAB05;GAB05-09;3;8;6;1999;N;3302
53165;с.;Овощна;VTR;VTR14;VTR14-10;3;8;6;1999;N;3303
53179;с.;Овощник;SZR;SZR12;SZR12-11;3;5;5;1999;SE;3304
53196;с.;Овча могила;VTR;VTR28;VTR28-10;3;5;2;1999;N;3305
53182;с.;Овчага;VAR;VAR24;VAR24-14;3;7;2;1999;NE;3306
53206;с.;Овчари;KRZ;KRZ15;KRZ15-30;3;7;5;1999;S;3307
53210;с.;Овчарово;DOB;DOB15;DOB15-38;3;6;4;1999;NE;3308
53223;с.;Овчарово;TGV;TGV35;TGV35-23;3;6;5;1999;NE;3309
53237;с.;Овчарово;HKV;HKV33;HKV33-13;3;7;4;1999;S;3310
53240;с.;Овчарово;SHU;SHU30;SHU30-00;3;7;3;1999;NE;3311
53254;с.;Овчарци;KNL;KNL41;KNL41-01;3;5;7;1999;SW;3312
53268;с.;Овчарци;SZR;SZR27;SZR27-00;3;8;3;1999;SE;3313
53271;с.;Овчево;KRZ;KRZ08;KRZ08-29;3;8;5;1999;S;3314
53285;с.;Овчеполци;PAZ;PAZ19;PAZ19-18;3;6;5;1999;S;3315
53299;с.;Овчи кладенец;JAM;JAM25;JAM25-28;3;6;3;1999;SE;3316
53309;с.;Оглед;SML;SML27;SML27-15;3;7;7;1999;S;3317
53312;с.;Огнен;BGS;BGS09;BGS09-30;3;7;4;1999;SE;3318
53326;с.;Огняново;BLG;BLG13;BLG13-09;3;5;6;1999;SW;3319
53335;с.;Огняново;PAZ;PAZ19;PAZ19-19;3;5;3;1999;S;3320
53343;с.;Огняново;SFO;SFO17;SFO17-12;3;7;6;1999;SW;3321
53357;с.;Огняново;DOB;DOB20;DOB20-00;3;8;3;1999;NE;3322
53374;с.;Огоя;SFO;SFO43;SFO43-00;3;8;7;1999;SW;3323
53388;с.;Оградна;SML;SML18;SML18-12;3;7;7;1999;S;3324
53391;с.;Огражден;DOB;DOB12;DOB12-15;3;8;3;1999;NE;3325
53401;с.;Одоровци;MON;MON07;MON07-00;3;8;4;1999;NW;3326
53415;с.;Одраница;PER;PER19;PER19-00;3;8;7;1999;SW;3327
53429;с.;Одринци;HKV;HKV11;HKV11-00;3;8;2;1999;S;3328
53432;с.;Одринци;DOB;DOB15;DOB15-39;3;7;3;1999;NE;3329
53446;с.;Одърне;PVN;PVN27;PVN27-06;3;6;3;1999;NW;3330
53450;с.;Одърци;DOB;DOB15;DOB15-40;3;6;4;1999;NE;3331
53463;с.;Озърновци;PER;PER08;PER08-00;3;8;7;1999;SW;3332
53477;с.;Околиите;GAB;GAB35;GAB35-00;3;8;6;1999;N;3333
53480;с.;Окоп;JAM;JAM25;JAM25-29;3;6;3;1999;SE;3334
53494;с.;Окорш;SLS;SLS10;SLS10-12;3;5;4;1999;N;3335
53504;с.;Оман;JAM;JAM03;JAM03-00;3;8;3;1999;SE;3336
53518;с.;Омарчево;SLV;SLV16;SLV16-19;3;7;3;1999;SE;3337
53521;с.;Омарчево;SHU;SHU18;SHU18-00;3;8;4;1999;NE;3338
53535;гр.;Омуртаг;TGV;TGV22;TGV22-00;1;3;6;1999;NE;3339
53549;с.;Оногур;DOB;DOB27;DOB27-00;3;8;3;1999;NE;3340
53552;гр.;Опака;TGV;TGV23;TGV23-00;1;4;3;1999;NE;3341
53576;с.;Опан;SZR;SZR23;SZR23-00;3;5;3;1999;SE;3342
53583;с.;Опанец;PVN;PVN24;PVN24-16;3;5;3;1999;NW;3343
53597;с.;Опанец;DOB;DOB15;DOB15-41;3;7;4;1999;NE;3344
53607;с.;Опицвет;SFO;SFO26;SFO26-08;3;6;6;1999;SW;3345
53610;с.;Оплетня;SFO;SFO43;SFO43-00;3;8;5;1999;SW;3346
53624;с.;Опълченец;SZR;SZR04;SZR04-13;3;7;3;1999;SE;3347
53638;с.;Опълченско;KRZ;KRZ16;KRZ16-23;3;5;5;1999;S;3348
53641;с.;Орач;TGV;TGV02;TGV02-00;3;8;5;1999;NE;3349
54821;с.;Орех;KRZ;KRZ15;KRZ15-52;3;7;5;1999;S;3350
53655;с.;Ореховица;PVN;PVN10;PVN10-09;3;5;1;1999;NW;3351
53669;с.;Орехово;SML;SML38;SML38-05;3;7;7;1999;S;3352
53672;с.;Ореш;VTR;VTR28;VTR28-11;3;5;2;1999;N;3353
53691;с.;Орешак;VAR;VAR02;VAR02-17;3;7;5;1999;NE;3354
53707;с.;Орешак;LOV;LOV34;LOV34-15;3;5;6;1999;NW;3355
53713;с.;Орешари;KRZ;KRZ15;KRZ15-41;3;8;5;1999;S;3356
53727;с.;Ореше;BLG;BLG13;BLG13-10;3;7;8;1999;SW;3357
53730;с.;Орешене;LOV;LOV38;LOV38-07;3;7;5;1999;NW;3358
53744;с.;Орешене;SLS;SLS10;SLS10-13;3;7;4;1999;N;3359
14489;с.;Орешец;VID;VID16;VID16-06;3;5;5;1999;NW;3360
53758;с.;Орешец;VID;VID16;VID16-06;3;8;5;1999;NW;3361
53761;с.;Орешец;PDV;PDV01;PDV01-00;3;8;7;1999;S;3362
53775;с.;Орешец;HKV;HKV33;HKV33-14;3;7;4;1999;S;3363
53792;с.;Орешец;SML;SML31;SML31-00;3;8;8;1999;S;3364
53789;с.;Орешино;HKV;HKV11;HKV11-00;3;8;4;1999;S;3365
53802;с.;Орешник;HKV;HKV32;HKV32-07;3;6;4;1999;S;3366
53816;с.;Орешница;KRZ;KRZ16;KRZ16-78;3;7;5;1999;S;3367
53822;с.;Оризаре;BGS;BGS15;BGS15-06;3;5;1;1999;SE;3368
53833;с.;Оризари;PDV;PDV26;PDV26-21;3;6;3;1999;S;3369
53847;с.;Оризари;SLV;SLV24;SLV24-06;3;6;4;1999;SE;3370
53850;с.;Оризово;SZR;SZR04;SZR04-14;3;5;3;1999;SE;3371
53984;с.;Орлинци;BGS;BGS06;BGS06-15;3;7;3;1999;SE;3372
53878;с.;Орлица;KRZ;KRZ14;KRZ14-28;3;7;5;1999;S;3373
53895;с.;Орлов дол;HKV;HKV32;HKV32-08;3;6;3;1999;S;3374
53881;с.;Орлова могила;DOB;DOB15;DOB15-00;3;8;4;1999;NE;3375
53905;с.;Орловец;VTR;VTR26;VTR26-10;3;7;4;1999;N;3376
53919;с.;Орлово;SLV;SLV11;SLV11-23;3;7;5;1999;SE;3377
53936;с.;Орлово;HKV;HKV34;HKV34-27;3;6;4;1999;S;3378
53948;с.;Орловци;GAB;GAB05;GAB05-09;3;8;6;1999;N;3379
53953;с.;Орляк;DOB;DOB27;DOB27-19;3;6;4;1999;NE;3380
53967;с.;Орляне;LOV;LOV36;LOV36-00;3;8;4;1999;NW;3381
53970;с.;Орсоя;MON;MON24;MON24-00;3;8;2;1999;NW;3382
53998;с.;Орцево;BLG;BLG02;BLG02-09;3;7;8;1999;SW;3383
54002;с.;Оряховец;SML;SML02;SML02-11;3;6;7;1999;S;3384
54016;с.;Оряховица;SZR;SZR31;SZR31-30;3;6;4;1999;SE;3385
54020;гр.;Оряхово;VRC;VRC31;VRC31-00;1;3;2;1999;NW;3386
54033;с.;Оряхово;HKV;HKV17;HKV17-07;3;7;4;1999;S;3387
54047;с.;Оселна;VRC;VRC27;VRC27-19;3;6;5;1999;NW;3388
54050;с.;Оселна;SFO;SFO18;SFO18-00;3;8;6;1999;SW;3389
