ekatte;t_v_m;name;oblast;obstina;kmetstvo;kind;category;altitude;document;tsb;abc
22006;гр.;Долна баня;SFO;SFO59;SFO59-00;1;4;6;1999;SW;1497
22019;с.;Долна Бела речка;MON;MON12;MON12-00;3;8;5;1999;NW;1498
22023;с.;Долна Бешовица;VRC;VRC32;VRC32-01;3;7;4;1999;NW;1499
24894;с.;Долна Василица;SFO;SFO25;SFO25-00;3;8;7;1999;SW;1500
22040;с.;Долна Вереница;MON;MON29;MON29-00;3;7;4;1999;NW;1501
22054;с.;Долна Врабча;PER;PER19;PER19-00;3;8;7;1999;SW;1502
22068;с.;Долна Градешница;BLG;BLG28;BLG28-02;3;5;3;1999;SW;1503
22071;с.;Долна Гращица;KNL;KNL29;KNL29-15;3;8;5;1999;SW;1504
22085;с.;Долна Диканя;PER;PER36;PER36-08;3;6;6;1999;SW;1505
24325;с.;Долна Дъбева;PAZ;PAZ08;PAZ08-21;3;7;8;1999;S;1506
22099;с.;Долна Златица;TGV;TGV02;TGV02-00;3;8;5;1999;NE;1507
22109;с.;Долна Кабда;TGV;TGV24;TGV24-10;3;7;5;1999;NE;1508
22112;с.;Долна Козница;KNL;KNL31;KNL31-00;3;8;7;1999;SW;1509
22126;с.;Долна Кремена;VRC;VRC27;VRC27-06;3;6;4;1999;NW;1510
22134;с.;Долна крепост;KRZ;KRZ16;KRZ16-62;3;7;4;1999;S;1511
22143;с.;Долна Крушица;BLG;BLG33;BLG33-09;3;7;6;1999;SW;1512
22157;с.;Долна кула;KRZ;KRZ15;KRZ15-16;3;7;5;1999;S;1513
22160;с.;Долна Липница;VTR;VTR22;VTR22-19;3;6;2;1999;N;1514
22174;с.;Долна Малина;SFO;SFO10;SFO10-06;3;6;6;1999;SW;1515
22191;с.;Долна махала;PDV;PDV12;PDV12-14;3;7;4;1999;S;1516
22201;с.;Долна Мелна;PER;PER51;PER51-00;3;8;8;1999;SW;1517
22215;гр.;Долна Митрополия;PVN;PVN10;PVN10-00;1;4;2;1999;NW;1518
22229;с.;Долна Невля;SFO;SFO16;SFO16-00;3;8;6;1999;SW;1519
22232;гр.;Долна Оряховица;VTR;VTR06;VTR06-04;1;4;3;1999;N;1520
22246;с.;Долна Рибница;BLG;BLG33;BLG33-10;3;7;5;1999;SW;1521
22250;с.;Долна Рикса;MON;MON29;MON29-00;3;7;4;1999;NW;1522
22263;с.;Долна Секирна;PER;PER08;PER08-16;3;7;7;1999;SW;1523
22277;с.;Долна Студена;RSE;RSE37;RSE37-04;3;6;1;1999;N;1524
22280;с.;Долна Хубавка;TGV;TGV22;TGV22-46;3;7;5;1999;NE;1525
22304;с.;Долни Богров;SOF;SOF46;SOF46-51;3;5;6;1999;SW;1526
22318;с.;Долни Бошняк;VID;VID09;VID09-00;3;8;2;1999;NW;1527
22321;с.;Долни Вадин;VRC;VRC31;VRC31-03;3;7;2;1999;NW;1528
22335;с.;Долни Вит;PVN;PVN08;PVN08-04;3;7;1;1999;NW;1529
22352;с.;Долни Върпища;GAB;GAB12;GAB12-02;3;8;5;1999;N;1530
22375;с.;Долни Главанак;HKV;HKV18;HKV18-04;3;7;4;1999;S;1531
22383;с.;Долни Дамяновци;VTR;VTR04;VTR04-09;3;8;6;1999;N;1532
22397;с.;Долни Драгойча;GAB;GAB12;GAB12-02;3;8;5;1999;N;1533
22407;гр.;Долни Дъбник;PVN;PVN11;PVN11-00;1;4;2;1999;NW;1534
22410;с.;Долни Коритен;KNL;KNL50;KNL50-00;3;8;7;1999;SW;1535
22424;с.;Долни Лом;VID;VID37;VID37-03;3;7;5;1999;NW;1536
22438;с.;Долни Луковит;PVN;PVN23;PVN23-01;3;5;2;1999;NW;1537
22441;с.;Долни Маренци;GAB;GAB35;GAB35-04;3;8;6;1999;N;1538
22455;с.;Долни Марян;VTR;VTR13;VTR13-00;3;8;4;1999;N;1539
22469;с.;Долни Окол;SFO;SFO39;SFO39-00;3;7;7;1999;SW;1540
22472;с.;Долни Пасарел;SOF;SOF46;SOF46-56;3;5;7;1999;SW;1541
22486;с.;Долни Радковци;GAB;GAB35;GAB35-04;3;8;7;1999;N;1542
22490;с.;Долни Раковец;PER;PER36;PER36-27;3;6;6;1999;SW;1543
22506;с.;Долни Романци;PER;PER08;PER08-00;3;8;7;1999;SW;1544
22513;с.;Долни Танчевци;VTR;VTR13;VTR13-00;3;8;6;1999;N;1545
22527;с.;Долни Томчевци;GAB;GAB35;GAB35-00;3;8;6;1999;N;1546
22530;с.;Долни Цибър;MON;MON11;MON11-05;3;5;1;1999;NW;1547
21912;гр.;Долни чифлик;VAR;VAR13;VAR13-00;1;3;1;1999;NE;1548
22544;с.;Долни Юруци;KRZ;KRZ15;KRZ15-00;3;8;5;1999;S;1549
22558;с.;Долно Абланово;RSE;RSE27;RSE27-02;3;7;3;1999;N;1550
22561;с.;Долно Белево;HKV;HKV09;HKV09-10;3;7;3;1999;S;1551
03736;с.;Долно Белотинци;MON;MON29;MON29-03;3;6;3;1999;NW;1552
22575;с.;Долно Ботево;HKV;HKV30;HKV30-16;3;6;4;1999;S;1553
22589;с.;Долно Войводино;HKV;HKV34;HKV34-10;3;7;4;1999;S;1554
22592;с.;Долно вършило;PAZ;PAZ29;PAZ29-00;3;8;6;1999;S;1555
24949;с.;Долно Големанци;HKV;HKV34;HKV34-11;3;6;3;1999;S;1556
22602;с.;Долно Драглище;BLG;BLG37;BLG37-06;3;6;7;1999;SW;1557
22616;с.;Долно Дряново;BLG;BLG13;BLG13-04;3;5;7;1999;SW;1558
22633;с.;Долно Изворово;SZR;SZR12;SZR12-04;3;6;5;1999;SE;1559
22647;с.;Долно Камарци;SFO;SFO10;SFO10-07;3;6;6;1999;SW;1560
22650;с.;Долно Кобиле;KNL;KNL50;KNL50-00;3;8;7;1999;SW;1561
22664;с.;Долно Козарево;TGV;TGV22;TGV22-47;3;7;5;1999;NE;1562
22678;с.;Долно Къпиново;KRZ;KRZ14;KRZ14-11;3;7;5;1999;S;1563
22695;с.;Долно Линево;MON;MON24;MON24-10;3;7;2;1999;NW;1564
22705;с.;Долно Луково;HKV;HKV11;HKV11-05;3;8;2;1999;S;1565
22719;с.;Долно Новково;TGV;TGV22;TGV22-48;3;7;5;1999;NE;1566
22722;с.;Долно ново село;SFO;SFO16;SFO16-00;3;8;6;1999;SW;1567
22736;с.;Долно ново село;SZR;SZR04;SZR04-00;3;8;5;1999;SE;1568
22747;с.;Долно Озирово;MON;MON12;MON12-04;3;6;4;1999;NW;1569
22753;с.;Долно Осеново;BLG;BLG44;BLG44-03;3;5;7;1999;SW;1570
22770;с.;Долно поле;HKV;HKV30;HKV30-09;3;8;4;1999;S;1571
22784;с.;Долно Прахово;KRZ;KRZ02;KRZ02-08;3;8;6;1999;S;1572
22798;с.;Долно Ряхово;SLS;SLS07;SLS07-24;3;7;2;1999;N;1573
22808;с.;Долно Сахране;SZR;SZR24;SZR24-06;3;5;5;1999;SE;1574
22811;с.;Долно село;KNL;KNL29;KNL29-00;3;8;7;1999;SW;1575
22842;с.;Долно Спанчево;BLG;BLG33;BLG33-11;3;8;3;1999;SW;1576
22856;с.;Долно Съдиево;HKV;HKV18;HKV18-05;3;8;5;1999;S;1577
22862;с.;Долно Уйно;KNL;KNL29;KNL29-00;3;8;6;1999;SW;1578
22873;с.;Долно Церовене;MON;MON38;MON38-01;3;6;3;1999;NW;1579
22887;с.;Долно Черковище;HKV;HKV30;HKV30-17;3;6;3;1999;S;1580
22890;с.;Долно Шивачево;VTR;VTR14;VTR14-00;3;8;6;1999;N;1581
22914;с.;Долно Ябълково;BGS;BGS06;BGS06-00;3;8;4;1999;SE;1582
22825;с.;Долноселци;HKV;HKV11;HKV11-23;3;8;5;1999;S;1583
22839;с.;Долнослав;PDV;PDV01;PDV01-00;3;7;5;1999;S;1584
22928;с.;Домище;KRZ;KRZ14;KRZ14-12;3;6;5;1999;S;1585
22931;с.;Домлян;PDV;PDV13;PDV13-08;3;7;5;1999;S;1586
22945;с.;Дондуково;MON;MON07;MON07-03;3;7;2;1999;NW;1587
22959;с.;Донино;GAB;GAB05;GAB05-09;3;7;6;1999;N;1588
22962;с.;Донкино;GAB;GAB35;GAB35-04;3;8;6;1999;N;1589
22976;с.;Донковци;VTR;VTR13;VTR13-00;3;8;5;1999;N;1590
22988;с.;Дончево;DOB;DOB15;DOB15-20;3;5;4;1999;NE;1591
22993;с.;Дончовци;GAB;GAB35;GAB35-00;3;8;6;1999;N;1592
23008;с.;Дорково;PAZ;PAZ24;PAZ24-01;3;5;7;1999;S;1593
23011;с.;Доситеево;HKV;HKV33;HKV33-06;3;7;2;1999;S;1594
23025;гр.;Доспат;SML;SML10;SML10-00;1;4;8;1999;S;1595
23039;с.;Доспей;SFO;SFO39;SFO39-09;3;6;7;1999;SW;1596
23042;с.;Доча;GAB;GAB12;GAB12-02;3;8;5;1999;N;1597
23056;с.;Драбишна;HKV;HKV11;HKV11-00;3;8;3;1999;S;1598
23060;с.;Драгана;LOV;LOV36;LOV36-07;3;7;4;1999;NW;1599
23073;с.;Драганица;MON;MON12;MON12-00;3;7;5;1999;NW;1600
23087;с.;Драгановец;TGV;TGV35;TGV35-13;3;6;4;1999;NE;1601
23090;с.;Драганово;BGS;BGS04;BGS04-05;3;6;4;1999;SE;1602
23100;с.;Драганово;VTR;VTR06;VTR06-05;3;5;2;1999;N;1603
23114;с.;Драганово;KRZ;KRZ35;KRZ35-05;3;6;5;1999;S;1604
23128;с.;Драганово;DOB;DOB15;DOB15-21;3;7;4;1999;NE;1605
23131;с.;Драгановци;VTR;VTR13;VTR13-00;3;8;5;1999;N;1606
23159;с.;Драгановци;GAB;GAB05;GAB05-10;3;6;5;1999;N;1607
23162;с.;Драганосковци;VTR;VTR13;VTR13-00;3;8;6;1999;N;1608
23176;с.;Драганци;BGS;BGS09;BGS09-00;3;7;3;1999;SE;1609
23185;с.;Драганчетата;GAB;GAB05;GAB05-12;3;8;6;1999;N;1610
23193;с.;Драгаш войвода;PVN;PVN21;PVN21-05;3;6;2;1999;NW;1611
23203;с.;Драгиевци;GAB;GAB05;GAB05-10;3;8;5;1999;N;1612
23217;с.;Драгижево;VTR;VTR20;VTR20-03;3;6;4;1999;N;1613
23220;с.;Драгийци;VTR;VTR13;VTR13-00;3;8;6;1999;N;1614
23234;с.;Драгиново;PAZ;PAZ08;PAZ08-08;3;4;7;1999;S;1615
23251;с.;Драгичево;PER;PER32;PER32-07;3;5;7;1999;SW;1616
23265;с.;Драгневци;VTR;VTR13;VTR13-00;3;8;6;1999;N;1617
23279;с.;Драгневци;GAB;GAB35;GAB35-04;3;8;6;1999;N;1618
23282;с.;Драговищица;KNL;KNL29;KNL29-17;3;6;6;1999;SW;1619
23296;с.;Драговищица;SFO;SFO26;SFO26-06;3;5;6;1999;SW;1620
23306;с.;Драгово;BGS;BGS09;BGS09-09;3;7;4;1999;SE;1621
23323;с.;Драгодан;KNL;KNL27;KNL27-00;3;8;5;1999;SW;1622
23337;с.;Драгоданово;SLV;SLV20;SLV20-15;3;6;3;1999;SE;1623
23340;с.;Драгоево;SHU;SHU23;SHU23-01;3;6;3;1999;NE;1624
23354;с.;Драгоил;SFO;SFO16;SFO16-00;3;8;7;1999;SW;1625
23385;с.;Драгойново;PDV;PDV23;PDV23-00;3;7;3;1999;S;1626
23399;с.;Драгойчинци;KNL;KNL50;KNL50-00;3;8;8;1999;SW;1627
23409;гр.;Драгоман;SFO;SFO16;SFO16-00;1;4;7;1999;SW;1628
23412;с.;Драгомани;GAB;GAB05;GAB05-00;3;8;5;1999;N;1629
23426;с.;Драгомир;PDV;PDV33;PDV33-02;3;7;5;1999;S;1630
23431;с.;Драгомирово;VTR;VTR28;VTR28-07;3;6;2;1999;N;1631
23443;с.;Драгомирово;PER;PER36;PER36-00;3;8;7;1999;SW;1632
24921;с.;Драгомъж;RAZ;RAZ14;RAZ14-08;3;7;4;1999;N;1633
23457;с.;Драгор;PAZ;PAZ19;PAZ19-10;3;5;4;1999;S;1634
23474;с.;Драготинци;SFO;SFO45;SFO45-00;3;8;6;1999;SW;1635
23488;с.;Драгуш;BLG;BLG33;BLG33-00;3;8;7;1999;SW;1636
23491;с.;Драгушиново;SFO;SFO39;SFO39-10;3;6;7;1999;SW;1637
23501;с.;Дражево;JAM;JAM25;JAM25-10;3;6;3;1999;SE;1638
23515;с.;Дражинци;VID;VID33;VID33-07;3;7;3;1999;NW;1639
23529;с.;Драка;BGS;BGS06;BGS06-00;3;8;2;1999;SE;1640
23532;с.;Драката;BLG;BLG49;BLG49-05;3;7;3;1999;SW;1641
23546;с.;Дралфа;TGV;TGV35;TGV35-43;3;6;4;1999;NE;1642
23557;с.;Драма;JAM;JAM25;JAM25-00;3;8;3;1999;SE;1643
23563;с.;Дрангово;BLG;BLG33;BLG33-13;3;6;3;1999;SW;1644
23577;с.;Дрангово;KRZ;KRZ14;KRZ14-13;3;5;5;1999;S;1645
23580;с.;Дрангово;PDV;PDV07;PDV07-18;3;7;4;1999;S;1646
23594;с.;Драндарите;GAB;GAB35;GAB35-00;3;8;5;1999;N;1647
23604;с.;Драчево;BGS;BGS06;BGS06-08;3;7;2;1999;SE;1648
23618;с.;Драшан;VRC;VRC08;VRC08-09;3;7;5;1999;NW;1649
23621;с.;Драшкова поляна;LOV;LOV02;LOV02-00;3;8;6;1999;NW;1650
23635;с.;Дреатин;SFO;SFO16;SFO16-00;3;8;6;1999;SW;1651
23649;с.;Дрен;PER;PER36;PER36-10;3;5;7;1999;SW;1652
23652;с.;Дренково;BLG;BLG03;BLG03-00;3;8;7;1999;SW;1653
23666;с.;Дренов;LOV;LOV18;LOV18-00;3;7;3;1999;NW;1654
23672;с.;Дреновец;VID;VID33;VID33-04;3;5;3;1999;NW;1655
23683;с.;Дреновица;BLG;BLG33;BLG33-00;3;8;5;1999;SW;1656
23697;с.;Дреново;BLG;BLG33;BLG33-00;3;8;7;1999;SW;1657
23707;с.;Дреново;SFO;SFO26;SFO26-00;3;8;7;1999;SW;1658
23710;с.;Дрента;VTR;VTR13;VTR13-00;3;8;6;1999;N;1659
23724;с.;Дренци;SHU;SHU07;SHU07-06;3;7;5;1999;NE;1660
23738;с.;Дриново;TGV;TGV24;TGV24-11;3;7;4;1999;NE;1661
23741;с.;Дрипчево;HKV;HKV33;HKV33-00;3;8;5;1999;S;1662
23755;с.;Дропла;BGS;BGS18;BGS18-07;3;7;4;1999;SE;1663
23769;с.;Дропла;DOB;DOB03;DOB03-04;3;7;4;1999;NE;1664
24832;с.;Друган;PER;PER36;PER36-11;3;6;7;1999;SW;1665
23786;с.;Дружба;VID;VID09;VID09-33;3;7;3;1999;NW;1666
23798;с.;Дружево;SFO;SFO43;SFO43-12;3;7;7;1999;SW;1667
23803;с.;Дружинци;KRZ;KRZ14;KRZ14-50;3;6;5;1999;S;1668
23813;с.;Друмево;SHU;SHU30;SHU30-07;3;6;4;1999;NE;1669
23827;с.;Друмохар;KNL;KNL31;KNL31-04;3;7;6;1999;SW;1670
23830;с.;Друмче;KRZ;KRZ21;KRZ21-00;3;8;5;1999;S;1671
23844;с.;Дръмша;SFO;SFO26;SFO26-00;3;7;7;1999;SW;1672
23858;с.;Дръндар;VAR;VAR26;VAR26-01;3;7;5;1999;NE;1673
23875;с.;Дрянка;SML;SML02;SML02-14;3;7;7;1999;S;1674
23889;с.;Дрянковец;BGS;BGS01;BGS01-01;3;7;4;1999;SE;1675
23892;с.;Дрянова глава;KRZ;KRZ14;KRZ14-56;3;8;5;1999;S;1676
23902;с.;Дряновец;RAZ;RAZ26;RAZ26-04;3;6;3;1999;N;1677
23916;с.;Дряновец;RSE;RSE04;RSE04-05;3;7;3;1999;N;1678
23929;с.;Дряновец;SML;SML38;SML38-01;3;8;8;1999;S;1679
23933;с.;Дряновец;DOB;DOB15;DOB15-62;3;8;4;1999;NE;1680
23947;гр.;Дряново;GAB;GAB12;GAB12-00;1;3;4;1999;N;1681
23950;с.;Дряново;PDV;PDV15;PDV15-02;3;7;8;1999;S;1682
23964;с.;Дряново;HKV;HKV29;HKV29-01;3;7;3;1999;S;1683
23978;с.;Дряново;JAM;JAM25;JAM25-00;3;8;3;1999;SE;1684
24000;с.;Дуванлии;PDV;PDV12;PDV12-05;3;6;4;1999;S;1685
24027;с.;Дуковци;VTR;VTR13;VTR13-00;3;8;6;1999;N;1686
24030;гр.;Дулово;SLS;SLS10;SLS10-00;1;3;4;1999;N;1687
24854;с.;Думници;GAB;GAB05;GAB05-00;3;8;5;1999;N;1688
24044;с.;Дунавец;SLS;SLS34;SLS34-00;3;8;2;1999;N;1689
24058;с.;Дунавци;VTR;VTR04;VTR04-00;3;8;5;1999;N;1690
24061;гр.;Дунавци;VID;VID09;VID09-15;1;4;1;1999;NW;1691
24075;с.;Дунавци;SZR;SZR12;SZR12-05;3;5;5;1999;SE;1692
24089;с.;Дунево;SML;SML31;SML31-43;3;7;7;1999;S;1693
24952;с.;Дуня;SML;SML18;SML18-00;3;8;5;1999;S;1694
68789;гр.;Дупница;KNL;KNL48;KNL48-00;1;2;5;1999;SW;1695
24102;с.;Дуранкулак;DOB;DOB29;DOB29-06;3;6;1;1999;NE;1696
24126;с.;Дуровци;VTR;VTR14;VTR14-00;3;8;4;1999;N;1697
24133;с.;Дурча;GAB;GAB12;GAB12-00;3;8;5;1999;N;1698
24150;с.;Духовец;RAZ;RAZ14;RAZ14-07;3;6;5;1999;N;1699
24164;с.;Душанци;SFO;SFO55;SFO55-01;3;6;6;1999;SW;1700
24178;с.;Душево;GAB;GAB29;GAB29-12;3;6;4;1999;N;1701
24181;с.;Душевски колиби;GAB;GAB29;GAB29-12;3;8;5;1999;N;1702
24195;с.;Душинково;KRZ;KRZ08;KRZ08-05;3;8;5;1999;S;1703
24205;с.;Душинци;PER;PER08;PER08-00;3;8;7;1999;SW;1704
24219;с.;Душка;KRZ;KRZ35;KRZ35-00;3;8;6;1999;S;1705
24236;с.;Дъбен;LOV;LOV19;LOV19-04;3;7;4;1999;NW;1706
24241;с.;Дъбене;PDV;PDV13;PDV13-09;3;5;5;1999;S;1707
24253;с.;Дъбник;BGS;BGS17;BGS17-07;3;6;4;1999;SE;1708
24267;с.;Дъбница;BLG;BLG13;BLG13-05;3;5;6;1999;SW;1709
24270;с.;Дъбова;SLV;SLV11;SLV11-00;3;8;6;1999;SE;1710
24284;с.;Дъбова;SML;SML27;SML27-00;3;8;7;1999;S;1711
24298;с.;Дъбова махала;MON;MON07;MON07-00;3;7;2;1999;NW;1712
24308;с.;Дъбован;PVN;PVN08;PVN08-05;3;7;1;1999;NW;1713
24311;с.;Дъбовец;HKV;HKV17;HKV17-00;3;8;3;1999;S;1714
24339;с.;Дъбовик;DOB;DOB12;DOB12-09;3;7;4;1999;NE;1715
83137;с.;Дъбовица;BGS;BGS23;BGS23-00;3;8;5;1999;SE;1716
24342;с.;Дъбово;SZR;SZR22;SZR22-06;3;5;4;1999;SE;1717
24356;с.;Дъбово;JAM;JAM03;JAM03-00;3;8;3;1999;SE;1718
24367;с.;Дъбрава;BLG;BLG03;BLG03-10;3;8;6;1999;SW;1719
24373;с.;Дъбрава;LOV;LOV18;LOV18-00;3;8;6;1999;NW;1720
24387;с.;Дъбрава;DOB;DOB03;DOB03-05;3;7;4;1999;NE;1721
24390;с.;Дъбравата;LOV;LOV38;LOV38-00;3;8;5;1999;NW;1722
24400;с.;Дъбравино;VAR;VAR01;VAR01-04;3;5;1;1999;NE;1723
24414;с.;Дъбравите;PAZ;PAZ04;PAZ04-03;3;6;5;1999;S;1724
24428;с.;Дъбравица;TGV;TGV02;TGV02-00;3;8;5;1999;NE;1725
24431;с.;Дъбравка;VID;VID01;VID01-00;3;8;5;1999;NW;1726
24445;с.;Дъждино;KRZ;KRZ16;KRZ16-63;3;6;4;1999;S;1727
24459;с.;Дъждовник;KRZ;KRZ15;KRZ15-51;3;8;5;1999;S;1728
24462;с.;Дъждовница;KRZ;KRZ16;KRZ16-09;3;7;6;1999;S;1729
24476;с.;Дълбок дол;LOV;LOV34;LOV34-12;3;7;5;1999;NW;1730
24493;с.;Дълбок извор;PDV;PDV23;PDV23-08;3;5;3;1999;S;1731
24482;с.;Дълбоки;SZR;SZR31;SZR31-10;3;5;4;1999;SE;1732
24517;с.;Дълга лука;PER;PER51;PER51-00;3;8;7;1999;SW;1733
24520;с.;Дългач;TGV;TGV35;TGV35-14;3;6;3;1999;NE;1734
24534;с.;Дълги дел;MON;MON14;MON14-00;3;7;5;1999;NW;1735
24548;с.;Дълги припек;VTR;VTR14;VTR14-10;3;8;6;1999;N;1736
24579;с.;Дълго поле;VID;VID16;VID16-00;3;8;4;1999;NW;1737
24582;с.;Дълго поле;PDV;PDV12;PDV12-06;3;5;3;1999;S;1738
24551;с.;Дългоделци;MON;MON38;MON38-02;3;6;3;1999;NW;1739
24565;гр.;Дългопол;VAR;VAR16;VAR16-00;1;4;1;1999;NE;1740
24596;с.;Дънгово;KRZ;KRZ16;KRZ16-06;3;8;6;1999;S;1741
24606;с.;Дървари;GAB;GAB35;GAB35-00;3;8;5;1999;N;1742
24623;с.;Държава;SZR;SZR36;SZR36-00;3;7;3;1999;SE;1743
24637;с.;Държавен;SZR;SZR22;SZR22-00;3;8;6;1999;SE;1744
24640;с.;Държаница;VID;VID16;VID16-00;3;8;2;1999;NW;1745
24654;с.;Дърлевци;VTR;VTR13;VTR13-00;3;8;5;1999;N;1746
24668;с.;Дърманци;VRC;VRC27;VRC27-07;3;6;4;1999;NW;1747
24671;с.;Дъскарите;GAB;GAB35;GAB35-00;3;8;6;1999;N;1748
24685;с.;Дъскот;VTR;VTR22;VTR22-08;3;7;4;1999;N;1749
24699;с.;Дъскотна;BGS;BGS18;BGS18-08;3;6;3;1999;SE;1750
24712;с.;Дюлево;BGS;BGS06;BGS06-09;3;7;2;1999;SE;1751
24726;с.;Дюлево;PAZ;PAZ32;PAZ32-02;3;7;5;1999;S;1752
24739;с.;Дюлино;VAR;VAR05;VAR05-03;3;7;1;1999;NE;1753
24743;с.;Дюлица;KRZ;KRZ14;KRZ14-14;3;7;5;1999;S;1754
24757;с.;Дюля;BGS;BGS18;BGS18-24;3;8;3;1999;SE;1755
24760;с.;Дядово;SLV;SLV16;SLV16-06;3;7;3;1999;SE;1756
24774;с.;Дядовско;KRZ;KRZ35;KRZ35-06;3;6;6;1999;S;1757
24788;с.;Дядовци;KRZ;KRZ02;KRZ02-38;3;8;6;1999;S;1758
24791;с.;Дяково;KNL;KNL48;KNL48-17;3;6;6;1999;SW;1759
24829;с.;Дянково;RAZ;RAZ26;RAZ26-05;3;5;5;1999;N;1760
27019;с.;Евлогиево;PVN;PVN21;PVN21-00;3;8;3;1999;NW;1761
27022;с.;Евренозово;BGS;BGS12;BGS12-07;3;8;4;1999;SE;1762
27036;с.;Егрек;KRZ;KRZ15;KRZ15-17;3;6;5;1999;S;1763
27043;с.;Егълница;PER;PER22;PER22-08;3;7;6;1999;SW;1764
27067;с.;Единаковци;SHU;SHU11;SHU11-08;3;7;5;1999;NE;1765
27070;с.;Едрево;SZR;SZR38;SZR38-01;3;7;5;1999;SE;1766
27680;с.;Едрино;KRZ;KRZ15;KRZ15-65;3;7;4;1999;S;1767
27084;с.;Ездимирци;PER;PER51;PER51-00;3;8;7;1999;SW;1768
27108;с.;Езерец;DOB;DOB29;DOB29-00;3;8;1;1999;NE;1769
27111;с.;Езеро;SLV;SLV16;SLV16-07;3;6;3;1999;SE;1770
27125;с.;Езерово;VAR;VAR04;VAR04-01;3;4;1;1999;NE;1771
27139;с.;Езерово;PDV;PDV23;PDV23-09;3;6;3;1999;S;1772
27677;с.;Езерото;GAB;GAB05;GAB05-27;3;8;5;1999;N;1773
27156;с.;Езерче;RAZ;RAZ36;RAZ36-01;3;5;5;1999;N;1774
27169;с.;Екзарх Антимово;BGS;BGS09;BGS09-10;3;6;3;1999;SE;1775
27173;с.;Екзарх Йосиф;RSE;RSE03;RSE03-05;3;6;3;1999;N;1776
27190;гр.;Елена;VTR;VTR13;VTR13-00;1;3;4;1999;N;1777
27200;с.;Елена;HKV;HKV34;HKV34-12;3;7;4;1999;S;1778
27214;с.;Еленино;SZR;SZR31;SZR31-11;3;6;3;1999;SE;1779
41157;с.;Еленка;SML;SML18;SML18-10;3;7;5;1999;S;1780
27228;с.;Еленов дол;SFO;SFO43;SFO43-00;3;8;6;1999;SW;1781
27231;с.;Еленово;BLG;BLG03;BLG03-11;3;6;7;1999;SW;1782
27245;с.;Еленово;SLV;SLV16;SLV16-08;3;7;4;1999;SE;1783
27259;с.;Еленово;TGV;TGV24;TGV24-12;3;7;4;1999;NE;1784
27262;с.;Еленска;SML;SML31;SML31-44;3;7;8;1999;S;1785
27276;с.;Еленците;GAB;GAB12;GAB12-00;3;8;5;1999;N;1786
27293;с.;Елешница;BLG;BLG37;BLG37-07;3;5;7;1999;SW;1787
34120;с.;Елешница;SFO;SFO17;SFO17-07;3;6;6;1999;SW;1788
18490;с.;Елин Пелин;SFO;SFO17;SFO17-05;3;4;6;1999;SW;1789
27303;гр.;Елин Пелин;SFO;SFO17;SFO17-00;1;3;6;1999;SW;1790
27317;с.;Елисейна;VRC;VRC27;VRC27-08;3;6;5;1999;NW;1791
27334;с.;Елов дол;SFO;SFO07;SFO07-00;3;8;5;1999;SW;1792
27320;с.;Еловдол;PER;PER19;PER19-00;3;7;7;1999;SW;1793
27348;с.;Еловица;MON;MON14;MON14-00;3;8;5;1999;NW;1794
27351;с.;Еловица;PER;PER51;PER51-00;3;8;7;1999;SW;1795
27365;с.;Елховец;SML;SML27;SML27-05;3;5;7;1999;S;1796
27379;с.;Елхово;SZR;SZR31;SZR31-00;3;7;5;1999;SE;1797
27382;гр.;Елхово;JAM;JAM07;JAM07-00;1;3;3;1999;SE;1798
48163;с.;Елхово;SZR;SZR38;SZR38-02;3;7;5;1999;SE;1799
27406;с.;Елшица;PAZ;PAZ20;PAZ20-04;3;6;5;1999;S;1800
27415;с.;Ельово;SML;SML31;SML31-00;3;8;8;1999;S;1801
27423;с.;Емен;VTR;VTR04;VTR04-00;3;8;4;1999;N;1802
27454;с.;Емона;BGS;BGS15;BGS15-00;3;8;3;1999;SE;1803
27485;с.;Енев рът;GAB;GAB29;GAB29-32;3;8;5;1999;N;1804
27468;с.;Енево;DOB;DOB15;DOB15-23;3;6;4;1999;NE;1805
27471;с.;Енево;SHU;SHU22;SHU22-03;3;6;2;1999;NE;1806
27499;с.;Енина;SZR;SZR12;SZR12-06;3;5;5;1999;SE;1807
27509;с.;Еница;PVN;PVN39;PVN39-02;3;6;3;1999;NW;1808
27512;с.;Енчец;KRZ;KRZ16;KRZ16-10;3;5;5;1999;S;1809
27526;с.;Енчовци;GAB;GAB35;GAB35-04;3;8;6;1999;N;1810
27543;с.;Еньовче;KRZ;KRZ02;KRZ02-09;3;7;7;1999;S;1811
27557;с.;Ерден;MON;MON04;MON04-05;3;6;3;1999;NW;1812
27574;с.;Еремия;KNL;KNL31;KNL31-00;3;7;6;1999;SW;1813
27588;с.;Ерма река;SML;SML11;SML11-03;3;5;6;1999;S;1814
27591;с.;Еровете;KRZ;KRZ14;KRZ14-57;3;8;5;1999;S;1815
27601;с.;Ерул;PER;PER51;PER51-00;3;8;8;1999;SW;1816
27615;с.;Есен;BGS;BGS23;BGS23-00;3;8;5;1999;SE;1817
27629;с.;Есеница;VAR;VAR09;VAR09-07;3;7;4;1999;NE;1818
27632;гр.;Етрополе;SFO;SFO18;SFO18-00;1;3;6;1999;SW;1819
27656;с.;Ефрейтор Бакалово;DOB;DOB20;DOB20-06;3;6;3;1999;NE;1820
27663;с.;Ефрем;HKV;HKV18;HKV18-00;3;8;5;1999;S;1821
